id,genre,score,year
115,Thriller,6.6,1987
116,Animation,7.2,1987
116,Comedy,4.2,1987
116,Horror,5.7,1987
116,Comedy,6.4,1987
116,Adventure,6.2,1987
116,Comedy,6.4,1987
116,Action,6.5,1987
116,Comedy,5.7,1987
116,Comedy,4.7,1987
116,Action,6.1,1987
117,Comedy,5.4,1987
117,Drama,6.9,1987
117,Comedy,6.2,1987
117,Comedy,5.2,1987
117,Action,5.1,1987
117,Comedy,6.6,1987
117,Drama,5.9,1987
117,Drama,5.6,1987
117,Crime,5.8,1987
117,Comedy,6.8,1987
118,Animation,7.1,1987
118,Crime,6.4,1987
118,Horror,5.1,1987
118,Thriller,6.1,1987
118,Drama,7.3,1987
118,Biography,7.3,1987
118,Action,6.3,1987
118,Action,4.9,1987
118,Comedy,7.2,1987
118,Action,6.3,1987
